customerid,contract_key,payment_method_key,service_key,churn_reason_key,count,tenure_months,monthly_charges,total_charges,churn_value,churn_score,cltv,is_churned,is_month_to_month,revenue_at_risk
4597-ELFTS,3,3,322,5,1,56,24.9,1334.0,1,92,5327,True,False,24.9
8450-JOVAH,1,4,226,5,1,2,56.7,113.55,1,77,5560,True,True,56.7
1113-IUJYX,3,4,184,5,1,14,105.95,1348.9,1,84,5887,True,False,105.95
9274-CNFMO,1,3,258,6,1,4,74.95,308.7,1,69,3716,True,True,74.95
7758-XKCBS,2,3,5,6,1,15,29.7,438.25,1,82,5518,True,True,29.7
8992-JQYUN,2,3,12,6,1,1,50.35,50.35,1,65,4526,True,True,50.35
0617-AQNWT,5,3,46,4,1,64,47.85,3147.5,1,66,6347,True,False,47.85
2446-PLQVO,2,3,129,8,1,1,70.3,70.3,1,78,4512,True,True,70.3
3005-NFMTA,2,3,293,19,1,55,98.8,5617.75,1,69,5543,True,True,98.8
8784-CGILN,2,1,265,20,1,18,99.85,1776.95,1,100,3068,True,True,99.85
5389-FFVKB,2,2,130,21,1,32,80.3,2483.05,1,94,5365,True,True,80.3
8444-WRIDW,2,2,274,11,1,66,80.45,5224.35,1,79,5011,True,True,80.45
9451-LPGOO,2,3,259,15,1,7,86.8,620.35,1,66,3780,True,True,86.8
5868-YWPDW,2,3,146,12,1,6,84.2,519.15,1,72,5834,True,True,84.2
2025-JKFWI,2,4,265,10,1,13,99.0,1301.7,1,81,3493,True,True,99.0
4078-SAYYN,2,3,269,13,1,11,100.75,1129.75,1,65,2229,True,True,100.75
9940-HPQPG,1,1,314,9,1,9,91.75,865.8,1,91,4176,True,True,91.75
6618-RYATB,2,4,266,19,1,1,79.55,79.55,1,93,5571,True,True,79.55
9079-YEXQJ,1,3,289,20,1,54,111.1,6014.85,1,93,5527,True,True,111.1
2685-SREOM,2,3,267,21,1,25,89.1,2368.4,1,96,4793,True,True,89.1
0402-CQAJN,2,1,285,11,1,37,101.9,3545.35,1,83,4437,True,True,101.9
6692-UDPJC,2,3,264,15,1,14,91.65,1301.0,1,65,4304,True,True,91.65
1273-MTETI,2,3,267,8,1,4,88.85,372.45,1,74,2754,True,True,88.85
5480-HPRRX,1,3,1,2,1,3,25.3,77.75,1,74,3542,True,True,25.3
0295-PPHDO,2,3,261,2,1,1,95.45,95.45,1,71,5962,True,True,95.45
1195-OIYEJ,2,3,132,2,1,13,91.1,1135.7,1,78,5347,True,True,91.1
5906-CVLHP,4,2,85,1,1,45,54.15,2319.8,1,92,2761,True,False,54.15
4501-EQDRN,1,1,129,1,1,1,69.7,69.7,1,98,4620,True,True,69.7
2990-HWIML,2,3,132,1,1,6,89.5,573.3,1,82,2898,True,True,89.5
7384-GHBPI,2,3,2,2,1,3,35.15,99.75,1,83,2987,True,True,35.15
7603-USHJS,2,2,258,2,1,12,73.75,871.4,1,78,2010,True,True,73.75
7234-FECYN,1,3,269,2,1,8,101.35,780.5,1,68,5546,True,True,101.35
5876-HZVZM,1,2,113,1,1,6,55.9,365.35,1,87,4914,True,True,55.9
1400-MMYXY,2,3,285,1,1,3,105.9,334.65,1,71,2715,True,True,105.9
3085-QUOZK,1,4,65,1,1,1,43.95,43.95,1,76,3238,True,True,43.95
3926-CUQZX,2,1,65,8,1,1,45.1,45.1,1,77,4884,True,True,45.1
1041-RXHRA,1,1,129,2,1,41,70.25,2868.05,1,69,3407,True,True,70.25
1750-CSKKM,1,3,67,2,1,9,55.35,449.75,1,70,2688,True,True,55.35
7142-HVGBG,2,3,285,1,1,43,103.0,4414.3,1,99,2505,True,True,103.0
8267-ZNYVZ,4,3,176,1,1,33,103.75,3361.05,1,81,3824,True,False,103.75
6457-GIRWB,2,3,129,1,1,1,69.35,69.35,1,88,2843,True,True,69.35
1450-SKCVI,2,3,145,2,1,56,73.85,4092.85,1,72,5276,True,True,73.85
5570-PTWEH,2,2,258,2,1,3,75.15,216.75,1,78,2270,True,True,75.15
6502-MJQAE,2,3,129,2,1,1,69.6,69.6,1,87,2072,True,True,69.6
7693-LCKZL,2,3,274,1,1,5,80.15,385.0,1,84,5124,True,True,80.15
0032-PGELS,1,1,33,1,1,1,30.5,30.5,1,74,5171,True,True,30.5
6797-LNAQX,5,1,277,1,1,70,98.3,6859.5,1,98,4794,True,False,98.3
6394-MFYNG,2,1,285,2,1,48,107.4,5121.3,1,89,4956,True,True,107.4
1564-NTYXF,2,3,259,2,1,13,82.0,1127.2,1,99,3363,True,True,82.0
8155-IBNHG,2,2,258,2,1,24,75.4,1747.85,1,74,2325,True,True,75.4
0886-QGENL,2,3,172,1,1,27,101.25,2754.45,1,77,4853,True,True,101.25
8739-WWKDU,2,3,276,1,1,25,89.5,2196.15,1,90,4849,True,True,89.5
8685-WHQPW,2,1,258,1,1,22,74.4,1692.6,1,81,2407,True,True,74.4
4745-LSPLO,1,4,193,2,1,1,20.5,20.5,1,84,3731,True,True,20.5
8083-YTZES,2,3,258,2,1,4,74.35,265.35,1,73,3622,True,True,74.35
7240-FQLHE,1,1,265,2,1,18,99.75,1836.25,1,68,5857,True,True,99.75
6664-FPDAC,4,3,289,1,1,56,111.95,6418.9,1,91,4060,True,False,111.95
0786-VSSUD,2,4,19,1,1,16,39.0,679.85,1,92,5692,True,True,39.0
3976-BWUCK,2,2,280,1,1,30,94.1,2804.45,1,94,5255,True,True,94.1
3585-ISXZP,1,1,261,2,1,8,95.65,778.1,1,95,5335,True,True,95.65
6583-QGCSI,2,3,276,4,1,50,88.05,4367.35,1,87,5813,True,True,88.05
4174-LPGTI,4,1,86,14,1,41,66.5,2728.6,1,65,2517,True,False,66.5
2108-XWMPY,2,4,49,14,1,3,35.45,106.85,1,70,2095,True,True,35.45
6304-IJFSQ,2,4,81,14,1,3,49.9,130.1,1,73,5585,True,True,49.9
0093-XWZFY,2,2,285,3,1,40,104.5,4036.85,1,93,2832,True,True,104.5
1980-KXVPM,2,2,258,5,1,3,75.05,256.25,1,83,3553,True,True,75.05
7703-ZEKEF,2,3,266,6,1,23,81.0,1917.1,1,78,5701,True,True,81.0
0723-DRCLG,2,3,258,4,1,1,74.45,74.45,1,94,2394,True,True,74.45
5482-NUPNA,2,4,117,3,1,4,60.4,272.15,1,90,5730,True,True,60.4
1122-JWTJW,2,4,129,3,1,1,70.65,70.65,1,82,3463,True,True,70.65
1699-HPSBG,4,3,71,5,1,12,59.8,727.8,1,69,4581,True,False,59.8
8775-CEBBJ,2,1,65,5,1,9,44.2,403.35,1,87,2029,True,True,44.2
6894-LFHLY,2,3,258,5,1,1,75.75,75.75,1,97,5571,True,True,75.75
0639-TSIQW,2,2,316,6,1,67,102.95,6886.25,1,70,5620,True,True,102.95
8361-LTMKD,2,4,258,6,1,4,74.4,306.6,1,77,5839,True,True,74.4
7590-VHVEG,2,3,17,16,1,1,29.85,29.85,0,27,3964,False,True,0.0
5575-GNVDE,3,4,105,16,1,34,56.95,1889.5,0,61,3441,False,False,0.0
7795-CFOCW,3,1,45,16,1,45,42.3,1840.75,0,66,4307,False,False,0.0
1452-KIOVK,2,2,276,16,1,22,89.1,1949.4,0,43,4459,False,True,0.0
6713-OKOMC,1,4,33,16,1,10,29.75,301.9,0,51,2013,False,True,0.0
6388-TABGU,3,1,113,16,1,62,56.15,3487.95,0,58,4529,False,False,0.0
9763-GRSKD,2,4,97,16,1,13,49.95,587.45,0,76,5764,False,True,0.0
7469-LKBCI,5,2,193,16,1,16,18.95,326.8,0,39,4726,False,False,0.0
8091-TTVAX,3,2,269,16,1,58,100.35,5681.1,0,71,6432,False,False,0.0
5129-JLPIS,2,3,176,16,1,25,105.5,2686.05,0,75,5822,False,True,0.0
3655-SNQYZ,5,2,321,16,1,69,113.25,7895.15,0,43,5141,False,False,0.0
8191-XWSZG,3,4,193,16,1,52,20.65,1022.95,0,35,5186,False,False,0.0
9959-WOFKT,5,1,301,16,1,71,106.7,7382.25,0,73,4479,False,False,0.0
4183-MYFRB,2,3,154,16,1,21,90.05,1862.9,0,57,5982,False,True,0.0
1680-VDCWW,3,1,193,16,1,12,19.8,202.25,0,77,5279,False,False,0.0
3638-WEABW,6,2,214,16,1,58,59.9,3505.1,0,53,6407,False,False,0.0
6322-HRPFA,1,2,117,16,1,49,59.6,2970.3,0,79,4986,False,True,0.0
6865-JZNKO,2,1,113,16,1,30,55.3,1530.6,0,65,2725,False,True,0.0
5248-YGIJN,6,2,257,16,1,72,90.25,6369.45,0,21,5974,False,False,0.0
3841-NFECX,6,2,318,16,1,71,96.35,6766.95,0,38,5309,False,False,0.0
4929-XIHVW,2,2,140,16,1,2,95.5,181.65,0,69,4449,False,True,0.0
6827-IEAUQ,3,4,125,16,1,27,66.15,1874.45,0,66,3213,False,False,0.0
7310-EGVHZ,1,1,193,16,1,1,20.2,20.2,0,77,5526,False,True,0.0
3413-BMNZE,1,1,65,16,1,1,45.25,45.25,0,40,3144,False,True,0.0
6234-RAAPL,5,1,312,16,1,72,99.9,7251.7,0,79,5915,False,False,0.0
6572-ADKRS,2,2,137,16,1,46,74.8,3548.3,0,41,3395,False,True,0.0
8865-TNMNX,3,4,81,16,1,10,49.55,475.7,0,22,2392,False,False,0.0
9489-DEDVP,6,2,244,16,1,70,69.2,4872.35,0,25,4715,False,False,0.0
9867-JCZSP,3,4,193,16,1,17,20.75,418.25,0,64,3646,False,False,0.0
4671-VJLCL,6,2,256,16,1,63,79.85,4861.45,0,70,4595,False,False,0.0
4080-IIARD,2,3,248,16,1,13,76.2,981.45,0,41,2569,False,True,0.0
3714-NTNFO,2,3,259,16,1,49,84.5,3906.7,0,71,6434,False,True,0.0
5948-UJZLF,1,4,81,16,1,2,49.25,97.0,0,57,3805,False,True,0.0
7639-LIAYI,6,2,233,16,1,52,79.75,4217.8,0,49,4142,False,False,0.0
2954-PIBKO,6,2,238,16,1,69,64.15,4254.1,0,62,5128,False,False,0.0
8012-SOUDQ,2,3,276,16,1,43,90.25,3838.75,0,52,2223,False,True,0.0
6575-SUVOI,2,2,232,16,1,25,69.5,1752.65,0,25,3154,False,True,0.0
4667-QONEA,4,2,126,16,1,60,74.85,4456.35,0,59,5153,False,False,0.0
8769-KKTPH,4,2,293,16,1,63,99.65,6311.2,0,79,4572,False,False,0.0
5067-XJQFU,4,3,289,16,1,66,108.45,7076.35,0,74,4582,False,False,0.0
3957-SQXML,5,2,322,16,1,34,24.95,894.3,0,62,5408,False,False,0.0
5954-BDFSG,6,2,273,16,1,72,107.5,7853.7,0,53,4708,False,False,0.0
0434-CSFON,2,3,269,16,1,47,100.5,4707.1,0,70,4488,False,True,0.0
1215-FIGMP,2,1,276,16,1,60,89.9,5450.7,0,35,6292,False,True,0.0
0526-SXDJP,5,1,57,16,1,72,42.1,2962.0,0,29,6091,False,False,0.0
0557-ASKVU,4,2,77,16,1,18,54.4,957.1,0,33,4948,False,False,0.0
5122-CYFXA,2,3,88,16,1,3,75.3,244.1,0,35,5387,False,True,0.0
8627-ZYGSZ,4,3,274,16,1,47,78.9,3650.35,0,61,3817,False,False,0.0
3410-YOQBQ,5,4,96,16,1,31,79.2,2497.2,0,78,4984,False,False,0.0
3170-NMYVV,5,1,193,16,1,50,20.15,930.9,0,20,5849,False,False,0.0
7410-OIEDU,2,4,169,16,1,10,79.85,887.35,0,38,5983,False,True,0.0
2273-QCKXA,1,4,69,16,1,1,49.05,49.05,0,30,3178,False,True,0.0
0731-EBJQB,4,3,193,16,1,52,20.4,1090.65,0,26,5482,False,False,0.0
1891-QRQSA,6,1,305,16,1,64,111.6,7099.0,0,69,4881,False,False,0.0
8028-PNXHQ,6,1,322,16,1,62,24.25,1424.6,0,33,4444,False,False,0.0
5630-AHZIL,2,1,102,16,1,3,64.5,177.4,0,54,5613,False,True,0.0
2673-CXQEU,3,3,317,16,1,56,110.5,6139.5,0,21,4463,False,False,0.0
6416-JNVRK,3,2,66,16,1,46,55.65,2688.85,0,56,2867,False,False,0.0
5590-ZSKRV,1,4,113,16,1,8,54.65,482.25,0,43,5614,False,True,0.0
0191-ZHSKZ,2,3,116,16,1,30,74.75,2111.3,0,55,3033,False,True,0.0
3887-PBQAO,4,2,322,16,1,45,25.9,1216.6,0,78,5741,False,False,0.0
8108-UXRQN,1,3,36,16,1,11,50.55,565.35,0,28,3443,False,True,0.0
9919-YLNNG,2,1,160,16,1,42,103.8,4327.5,0,37,4005,False,True,0.0
0318-ZOPWS,6,1,193,16,1,49,20.15,973.35,0,37,5422,False,False,0.0
4445-ZJNMU,2,2,277,16,1,9,99.3,918.75,0,69,3540,False,True,0.0
4808-YNLEU,4,1,99,16,1,35,62.15,2215.45,0,39,5255,False,False,0.0
1862-QRWPE,5,1,193,16,1,48,20.65,1057.0,0,25,4124,False,False,0.0
2796-NNUFI,6,4,193,16,1,46,19.95,927.1,0,80,5480,False,False,0.0
3016-KSVCP,1,4,3,16,1,29,33.75,1009.25,0,62,3664,False,True,0.0
4767-HZZHQ,1,1,153,16,1,30,82.05,2570.2,0,9,5036,False,True,0.0
2424-WVHPL,1,3,133,16,1,1,74.7,74.7,0,60,4182,False,True,0.0
7233-PAHHL,6,4,241,16,1,66,84.0,5714.25,0,24,5825,False,False,0.0
6067-NGCEU,2,2,317,16,1,65,111.05,7107.0,0,38,5261,False,True,0.0
9848-JQJTX,6,1,285,16,1,72,100.9,7459.05,0,54,5781,False,False,0.0
9803-FTJCG,4,2,246,16,1,71,66.85,4748.7,0,26,4117,False,False,0.0
3212-KXOCR,5,1,193,16,1,52,21.0,1107.2,0,66,4158,False,False,0.0
6380-ARCEH,1,4,193,16,1,1,20.2,20.2,0,77,2710,False,True,0.0
3679-XASPY,1,3,193,16,1,1,19.45,19.45,0,26,5612,False,True,0.0
7123-WQUHX,3,1,272,16,1,38,95.0,3605.6,0,63,4741,False,False,0.0
5386-THSLQ,3,1,27,16,1,66,45.55,3027.25,0,28,6238,False,False,0.0
6180-YBIQI,1,4,1,16,1,5,24.3,100.2,0,61,4015,False,True,0.0
6728-DKUCO,4,3,309,16,1,72,104.15,7303.05,0,21,4594,False,False,0.0
9750-BOOHV,3,4,33,16,1,32,30.15,927.65,0,60,3585,False,False,0.0
8597-CWYHH,3,4,261,16,1,43,94.35,3921.3,0,53,5845,False,False,0.0
2848-YXSMW,5,2,193,16,1,72,19.4,1363.25,0,23,5234,False,False,0.0
4549-ZDQYY,3,2,109,16,1,52,57.95,3042.25,0,28,6078,False,False,0.0
5712-AHQNN,2,3,155,16,1,43,91.65,3954.1,0,65,3826,False,True,0.0
5256-SKJGO,6,3,24,16,1,64,54.6,3423.5,0,35,4850,False,False,0.0
3071-VBYPO,1,3,179,16,1,3,89.85,248.4,0,22,4648,False,True,0.0
9560-BBZXK,5,1,33,16,1,36,31.05,1126.35,0,54,4871,False,False,0.0
8402-OOOHJ,5,4,193,16,1,41,20.65,835.15,0,59,5918,False,False,0.0
9445-ZUEQE,2,2,278,16,1,27,85.2,2151.6,0,28,3796,False,True,0.0
1091-SOZGA,4,2,269,16,1,56,99.8,5515.45,0,43,4606,False,False,0.0
2928-HLDBA,1,4,193,16,1,6,20.7,112.75,0,47,5346,False,True,0.0
6497-TILVL,1,4,97,16,1,7,50.7,350.35,0,59,3097,False,True,0.0
7219-TLZHO,1,4,193,16,1,4,20.85,62.9,0,76,3172,False,True,0.0
4622-YNKIJ,6,3,167,16,1,33,88.95,3027.65,0,32,5087,False,False,0.0
6734-PSBAW,6,1,322,16,1,72,23.55,1723.95,0,59,5901,False,False,0.0
3930-ZGWVE,1,4,193,16,1,1,19.75,19.75,0,68,2484,False,True,0.0
2639-UGMAZ,4,3,52,16,1,71,56.45,3985.35,0,68,5372,False,False,0.0
2876-GZYZC,2,3,259,16,1,13,85.95,1215.65,0,58,5886,False,True,0.0
8587-XYZSF,5,1,69,16,1,67,50.55,3260.1,0,63,6064,False,False,0.0
7799-LGRDP,6,2,322,16,1,43,25.7,1188.2,0,79,2017,False,False,0.0
7850-VWJUU,2,1,161,16,1,23,75.0,1778.5,0,29,2221,False,True,0.0
3774-VBNXY,5,4,193,16,1,64,20.2,1277.75,0,51,4557,False,False,0.0
6217-KDYWC,6,4,193,16,1,57,19.6,1170.55,0,40,4393,False,False,0.0
3146-MSEGF,6,2,257,16,1,72,88.05,6425.65,0,8,6102,False,False,0.0
1095-WGNGG,6,1,277,16,1,61,101.05,5971.25,0,60,6311,False,False,0.0
2636-SJDOU,4,2,306,16,1,64,84.3,5289.05,0,53,5044,False,False,0.0
1131-QQZEB,5,1,322,16,1,71,23.95,1756.2,0,52,4329,False,False,0.0
5716-EZXZN,6,2,312,16,1,65,99.05,6416.7,0,59,5878,False,False,0.0
6837-BJYDQ,3,4,193,16,1,3,19.6,61.35,0,33,2543,False,False,0.0
6440-DKQGE,3,2,91,16,1,30,64.5,1929.95,0,30,4320,False,False,0.0
3466-BYAVD,2,4,94,16,1,15,69.5,1071.4,0,35,3128,False,True,0.0
3780-YVMFA,2,3,72,16,1,8,68.55,564.35,0,58,3123,False,True,0.0
1679-JRFBR,4,2,317,16,1,70,108.15,7930.55,0,41,5192,False,False,0.0
9073-ZZIAY,5,3,128,16,1,62,86.1,5215.25,0,62,5769,False,False,0.0
3077-RSNTJ,1,4,193,16,1,6,19.7,113.5,0,43,4293,False,True,0.0
6551-GNYDG,2,1,130,16,1,14,80.9,1152.8,0,46,2563,False,True,0.0
9167-APMXZ,2,1,260,16,1,22,84.15,1821.95,0,32,3549,False,True,0.0
2749-CTKAJ,3,4,193,16,1,22,20.15,419.9,0,72,2173,False,False,0.0
6371-NZYEG,5,4,107,16,1,16,64.25,1024.0,0,77,5511,False,False,0.0
7554-NEWDD,5,1,322,16,1,10,25.7,251.6,0,8,3611,False,False,0.0
8992-VONJD,2,3,113,16,1,13,56.0,764.55,0,22,5156,False,True,0.0
4482-EWFMI,2,3,129,16,1,2,69.7,135.2,0,43,3056,False,True,0.0
4648-YPBTM,6,1,223,16,1,53,73.9,3958.25,0,55,5644,False,False,0.0
2907-ILJBN,3,4,193,16,1,11,20.6,233.9,0,29,4047,False,False,0.0
6345-FZOQH,5,4,193,16,1,69,19.9,1363.45,0,54,5570,False,False,0.0
5997-OPVFA,6,1,257,16,1,72,89.05,6254.45,0,54,6212,False,False,0.0
1159-WFSGR,1,3,193,16,1,16,20.4,321.4,0,62,3990,False,True,0.0
7654-YWJUF,4,1,173,16,1,43,84.25,3539.25,0,51,4382,False,False,0.0
6727-IOTLZ,5,4,96,16,1,14,81.95,1181.75,0,52,2564,False,False,0.0
5918-VUKWP,3,1,193,16,1,32,20.55,654.55,0,77,5358,False,False,0.0
1744-JHKYS,1,3,322,16,1,34,24.7,780.2,0,72,3421,False,True,0.0
5947-SGKCL,2,1,285,16,1,15,105.35,1559.25,0,66,2721,False,True,0.0
3712-PKXZA,4,2,193,16,1,61,20.55,1252.0,0,42,5110,False,False,0.0
6582-OIVSP,1,4,65,16,1,1,45.3,45.3,0,48,3575,False,True,0.0
5524-KHNJP,3,2,108,16,1,33,74.75,2453.3,0,26,5344,False,False,0.0
4827-USJHP,2,4,81,16,1,20,51.8,1023.85,0,24,2764,False,True,0.0
8167-GJLRN,1,3,5,16,1,3,30.4,82.15,0,55,3108,False,True,0.0
0956-SYCWG,3,3,193,16,1,13,19.65,244.8,0,49,2024,False,False,0.0
8017-UVSZU,1,2,210,16,1,40,56.6,2379.1,0,72,3359,False,True,0.0
7100-FQPRV,4,2,231,16,1,43,71.9,3173.35,0,23,4106,False,False,0.0
2984-RGEYA,5,1,193,16,1,69,19.75,1375.4,0,72,5325,False,False,0.0
9680-NIAUV,5,2,317,16,1,72,109.7,8129.3,0,74,5945,False,False,0.0
2146-EGVDT,5,2,193,16,1,59,19.3,1192.7,0,28,4149,False,False,0.0
2604-IJPDU,2,3,183,16,1,20,96.55,1901.65,0,36,4382,False,True,0.0
9178-JHUVJ,6,1,322,16,1,24,24.1,587.4,0,26,4634,False,False,0.0
6168-YBYNP,2,3,289,16,1,59,111.35,6519.75,0,62,6047,False,True,0.0
7255-SSFBC,6,1,289,16,1,72,112.25,8041.65,0,55,4099,False,False,0.0
3645-DEYGF,1,4,193,16,1,1,20.75,20.75,0,25,3358,False,True,0.0
9323-HGFWY,4,2,168,16,1,27,101.9,2681.15,0,69,3795,False,False,0.0
8544-GOQSH,2,2,149,16,1,14,80.05,1112.3,0,53,4400,False,True,0.0
3363-DTIVD,5,3,301,16,1,71,105.55,7405.5,0,63,5010,False,False,0.0
7018-WBJNK,2,2,131,16,1,13,78.3,1033.95,0,26,5566,False,True,0.0
9142-KZXOP,1,2,129,16,1,44,68.85,2958.95,0,51,2053,False,True,0.0
7674-YTAFD,4,1,149,16,1,33,79.95,2684.85,0,52,3118,False,False,0.0
6348-SNFUS,6,2,62,16,1,72,55.45,4179.2,0,32,4556,False,False,0.0
1347-KTTTA,4,2,160,16,1,64,102.45,6654.1,0,58,6398,False,False,0.0
4195-NZGTA,1,3,1,16,1,1,25.25,25.25,0,73,5858,False,True,0.0
7157-SMCFK,5,4,193,16,1,61,19.75,1124.2,0,76,5411,False,False,0.0
4709-LKHYG,3,3,193,16,1,29,20.0,540.05,0,34,3800,False,False,0.0
2504-DSHIH,1,3,259,16,1,23,86.8,1975.85,0,38,5788,False,True,0.0
0699-NDKJM,2,1,60,16,1,57,58.75,3437.45,0,38,4115,False,True,0.0
9286-BHDQG,5,2,61,16,1,72,45.25,3139.8,0,22,5041,False,False,0.0
0230-WEQUW,6,1,63,16,1,66,56.6,3789.2,0,77,5500,False,False,0.0
2040-LDIWQ,6,1,225,16,1,65,84.2,5324.5,0,33,5256,False,False,0.0
6496-JDSSB,2,1,131,16,1,8,80.0,624.6,0,22,2165,False,True,0.0
4443-EMBNA,5,1,322,16,1,71,24.75,1836.9,0,51,4642,False,False,0.0
6469-MRVET,4,3,193,16,1,1,20.2,20.2,0,21,4160,False,False,0.0
5961-VUSRV,4,1,193,16,1,12,19.35,219.35,0,57,4451,False,False,0.0
6778-JFCMK,4,4,36,16,1,24,50.6,1288.75,0,32,4806,False,False,0.0
6341-JVQGF,4,4,112,16,1,31,81.15,2545.75,0,54,5643,False,False,0.0
4811-JBUVU,2,2,263,16,1,30,89.9,2723.15,0,33,3233,False,True,0.0
0945-TSONX,6,2,249,16,1,47,85.3,4107.25,0,30,5698,False,False,0.0
2651-ZCBXV,6,2,313,16,1,54,108.0,5760.65,0,73,6370,False,False,0.0
3316-UWXUY,2,2,182,16,1,50,93.5,4747.5,0,70,6367,False,True,0.0
7083-MIOPC,5,2,193,16,1,72,20.25,1566.9,0,49,5733,False,False,0.0
1984-GPTEH,1,3,322,16,1,29,25.15,702.0,0,46,5491,False,True,0.0
0621-JFHOL,6,4,5,16,1,10,29.6,299.05,0,62,3180,False,False,0.0
9903-LYSAB,2,3,258,16,1,18,73.15,1305.95,0,73,4283,False,True,0.0
9227-UAQFT,5,4,193,16,1,16,19.75,284.35,0,53,4272,False,False,0.0
7301-ABVAD,5,1,225,16,1,72,86.6,6350.5,0,37,4530,False,False,0.0
6614-FHDBO,5,1,289,16,1,72,109.2,7878.3,0,26,4551,False,False,0.0
7576-ASEJU,4,2,104,16,1,41,74.7,3187.65,0,56,5246,False,False,0.0
9058-HRZSV,1,3,186,16,1,65,94.4,6126.15,0,7,5348,False,True,0.0
4522-AKYLR,2,3,89,16,1,13,54.8,731.3,0,7,5557,False,True,0.0
0221-WMXNQ,1,3,161,16,1,4,75.35,273.4,0,40,4033,False,True,0.0
0303-UNCIP,3,4,203,16,1,41,65.0,2531.8,0,57,5043,False,False,0.0
0959-WHOKV,4,3,315,16,1,42,99.0,4298.45,0,46,2887,False,False,0.0
4075-JFPGR,4,3,187,16,1,51,93.5,4619.55,0,68,5561,False,False,0.0
3282-ZISZV,3,2,225,16,1,32,83.7,2633.3,0,71,3945,False,False,0.0
3675-YDUPJ,2,4,193,16,1,10,19.85,193.05,0,58,3768,False,True,0.0
4111-BNXIF,6,3,32,16,1,67,59.55,4103.9,0,56,4478,False,False,0.0
7017-VFHAY,5,2,321,16,1,61,115.1,7008.15,0,38,6090,False,False,0.0
6655-LHBYW,3,2,321,16,1,50,114.35,5791.1,0,33,5068,False,False,0.0
5046-NUHWD,2,3,42,16,1,29,45.0,1228.65,0,50,3094,False,True,0.0
7529-ZDFXI,2,3,275,16,1,57,89.85,4925.35,0,36,4429,False,True,0.0
7605-BDWDC,6,1,54,16,1,31,49.85,1520.1,0,67,2539,False,False,0.0
1950-KSVVJ,3,4,321,16,1,45,113.3,5032.25,0,61,4885,False,False,0.0
0123-CRBRT,5,4,257,16,1,61,88.1,5526.75,0,40,5152,False,False,0.0
6292-TOSSS,5,1,322,16,1,50,24.9,1195.25,0,68,4297,False,False,0.0
3197-ARFOY,2,4,184,16,1,19,105.0,2007.25,0,59,3524,False,True,0.0
7014-ZZXAW,6,2,322,16,1,71,24.25,1732.95,0,59,5409,False,False,0.0
7633-MVPUY,6,3,117,16,1,57,59.75,3450.15,0,68,4012,False,False,0.0
4716-HHKQH,1,3,281,16,1,20,107.05,2172.05,0,65,5328,False,True,0.0
3179-GBRWV,2,1,114,16,1,21,64.95,1339.8,0,23,4604,False,True,0.0
8645-KWHJO,2,3,16,16,1,14,55.0,771.95,0,23,4900,False,True,0.0
4130-MZLCC,1,1,81,16,1,5,50.55,244.75,0,54,2739,False,True,0.0
0314-TKOSI,1,4,113,16,1,6,55.15,322.9,0,42,5377,False,True,0.0
8229-MYEJZ,1,3,81,16,1,10,51.2,498.25,0,47,5765,False,True,0.0
2080-SRCDE,1,4,322,16,1,1,25.4,25.4,0,38,4556,False,True,0.0
9577-WJVCQ,1,4,226,16,1,68,54.45,3687.75,0,24,5310,False,True,0.0
6202-DYYFX,4,2,258,16,1,22,76.0,1783.6,0,41,2031,False,False,0.0
3808-HFKDE,2,3,65,16,1,20,44.35,927.15,0,59,3460,False,True,0.0
3727-OWVYD,3,4,121,16,1,35,61.2,2021.2,0,70,2075,False,False,0.0
2294-SALNE,3,4,157,16,1,23,86.8,1940.8,0,54,3200,False,False,0.0
4847-TAJYI,2,3,132,16,1,6,89.35,567.8,0,75,2578,False,True,0.0
1563-IWQEX,1,4,193,16,1,12,19.7,220.35,0,71,5715,False,True,0.0
8203-XJZRC,1,4,193,16,1,1,20.25,20.25,0,57,5384,False,True,0.0
6556-DBKZF,5,3,137,16,1,71,76.05,5436.45,0,26,5841,False,False,0.0
6851-WEFYX,2,3,269,16,1,35,100.8,3437.5,0,38,3318,False,True,0.0
2985-JUUBZ,2,3,205,16,1,40,74.55,3015.75,0,64,3718,False,True,0.0
0895-LMRSF,4,1,68,16,1,23,64.9,1509.8,0,50,3314,False,False,0.0
8266-VBFQL,2,3,142,16,1,4,90.4,356.65,0,35,3314,False,True,0.0
8181-YHCMF,5,2,32,16,1,68,60.3,4109.0,0,24,4864,False,False,0.0
2240-HSJQD,2,4,274,16,1,38,81.85,3141.7,0,55,3571,False,True,0.0
1248-DYXUB,5,4,322,16,1,52,24.8,1229.1,0,76,5320,False,False,0.0
4115-BNPJY,5,4,80,16,1,29,75.55,2054.4,0,44,5625,False,False,0.0
3167-SNQPL,1,3,277,16,1,38,101.15,3741.85,0,78,4036,False,True,0.0
4091-TVOCN,4,2,237,16,1,48,78.75,3682.45,0,69,2257,False,False,0.0
1098-TDVUQ,2,1,193,16,1,1,19.25,19.25,0,66,4745,False,True,0.0
7277-OZCGZ,2,3,166,16,1,22,89.05,1886.25,0,75,5479,False,True,0.0
1557-EMYVT,5,2,321,16,1,43,115.05,4895.1,0,57,4115,False,False,0.0
2799-ARNLO,2,3,129,16,1,5,69.35,341.6,0,41,5437,False,True,0.0
5027-YOCXN,3,2,313,16,1,51,110.05,5686.4,0,56,5604,False,False,0.0
